the_geom,OBJECTID,REGULATING_PLAN_SUBDISTRICT_ID,PLAN_NAME,PLAN_TYPE,SUBDISTRICT_MAP,MAX_FAR_BY_RIGHT,MAX_FAR_WITH_BONUS,MINIMUM_HEIGHT,MAX_HEIGHT_WITH_BONUS,MINIMUM_DENSIT,MAXIMUM_DENSITY,MAX_DENSITY_WITH_BONUS,MAXIMUM_IMPERVIOUS_COVER,MINIMUM_LOT_SIZE_SQFT,MINIMUM_LOT_WIDTH_FT,MIN_SETBACK_INTERIOR_SIDE_YRD,MAX_SETBACK_REAR_YRD,MAX_BLDG_COVERAGE_PCT,HYPERLINK_URL,CREATED_BY,CREATED_DATE,MODIFIED_BY,MODIFIED_DATE,HUB,Shape__Area,Shape__Length
"MULTIPOLYGON (((-97.717036013642 30.390690988425, -97.717038658898 30.390680040896, -97.717041088404 30.390670024706, -97.717050518524 30.390631133449, -97.717097990174 30.39043550523, -97.717098022423 30.390435505888, -97.717123645689 30.390435918323, -97.717123740356 30.390435920253, -97.717130526906 30.390436031577, -97.717137090101 30.390436165416, -97.717149774085 30.390436396098, -97.717162551524 30.3904367117, -97.717162678439 30.390436714288, -97.717175138308 30.390436995441, -97.717187820041 30.39043730909, -97.717194605099 30.390437475423, -97.717200501015 30.390437650695, -97.717213181255 30.390438019354, -97.717223896386 30.39043834794, -97.717225861495 30.390438388012, -97.717238540243 30.390438811682, -97.717251219015 30.390439234448, -97.717258667633 30.390439496423, -97.717263897005 30.390439686073, -97.71727657426 30.390440164752, -97.717289252556 30.390440643451, -97.717301928344 30.390441176238, -97.71731464799 30.390441243403, -97.717322715244 30.390442067521, -97.717327247621 30.390442242956, -97.717339541146 30.390442823891, -97.717339921892 30.390442831655, -97.717352595429 30.390443447408, -97.717365268966 30.39044406316, -97.717377910536 30.390444706231, -97.717386844374 30.390445163613, -97.717390582581 30.390445376994, -97.717401783268 30.390445303091, -97.71740336943 30.39044530746, -97.717405678107 30.390445574708, -97.717415925179 30.390446773528, -97.717428563459 30.390447499544, -97.717441233278 30.39044825237, -97.717450798709 30.390448832712, -97.717453871864 30.39044900546, -97.717466540191 30.390449813296, -97.717479176245 30.390450621376, -97.717482312124 30.390450822473, -97.717408555628 30.390727767199, -97.717403187816 30.390747872234, -97.717114174425 30.390703116392, -97.717059613555 30.390694660413, -97.717036013642 30.390690988425)))",563,647,NBG,Regulating Plan,TOD,Figure 4-2,Figure 4-3,Two Stories,Figure 4-5,None,None,Waived with Bonus,Figure 4-6,None,None,0 ft,0 ft,Equal to Maximum Impervious Coverage: Figure 4-6,ftp://ftp.ci.austin.tx.us/npzd/Austingo/nbg_reg_plan.pdf,pfrank,04/02/2013 12:00:00 AM +0000,VanallenC,03/13/2015 01:06:55 PM +0000,,12270.310546875,444.77248914299
"MULTIPOLYGON (((-97.720350058209 30.335647565456, -97.72041409833 30.335544906331, -97.720539789253 30.335343445579, -97.720638672452 30.335391914356, -97.721229910909 30.335681609604, -97.721229680516 30.33568193517, -97.721039324791 30.335983403042, -97.720350058209 30.335647565456)))",237,42,LJ,Regulating Plan,TODMU,2 to 1,FAR Waived,Two Stories,60 feet unless within 100 feet of TOD District Boundary,Not applicable,45 Dwelling Units/acre,Maximum Density Waived - unless within 100' of TOD District Boundary,0.95,"2,500 SF",20 ft,0 ft,0 ft,0.95,ftp://ftp.ci.austin.tx.us/npzd/Austingo/lamar_justin_regplan.pdf,pfrank,04/02/2013 12:00:00 AM +0000,VanallenC,03/13/2015 01:06:55 PM +0000,,31324.51953125,750.354597003281
"MULTIPOLYGON (((-97.720803284323 30.240287498835, -97.720298226061 30.240046745646, -97.72054825137 30.239643831128, -97.720660910477 30.239460479922, -97.721069048729 30.239655140552, -97.721173069149 30.239703330083, -97.720803284323 30.240287498835)))",117,1136,ERC,Regulating Plan,ERCNMU,1:1,,50,Not Bonus Eligible,,,,80%,"1,600 sf",20',0',0',,ftp://ftp.ci.austin.tx.us/npzd/Austingo/erc_reg_plan_adopted.pdf,VanallenC,06/03/2013 12:42:28 PM +0000,VanallenC,03/13/2015 01:06:55 PM +0000,,44294.9296875,850.684849359144
"MULTIPOLYGON (((-97.717849718978 30.39221020471, -97.717821787352 30.392204813115, -97.717765136421 30.392193866765, -97.71678422518 30.392004414284, -97.716730036087 30.391993930958, -97.716706838257 30.391989469437, -97.716995631472 30.390832363827, -97.717030655441 30.390692093721, -97.71703147271 30.390688864628, -97.717055072622 30.390692536616, -97.717109633491 30.390700992597, -97.717398646873 30.390745748449, -97.717398710331 30.390745749743, -97.717957874442 30.390832372727, -97.718119947611 30.390857460289, -97.71821750893 30.390872485268, -97.718225060652 30.39087362908, -97.718225629524 30.390873723692, -97.718244486441 30.390876775416, -97.718505985823 30.390959281765, -97.718640621335 30.391001740968, -97.718800263912 30.391052108033, -97.718939806784 30.391096125125, -97.718939870242 30.391096126418, -97.719247074416 30.391193148404, -97.719315524235 30.391214730503, -97.719131834027 30.391542270659, -97.718828291964 30.392083519293, -97.71881729038 30.392103152242, -97.71879925461 30.392135294615, -97.718794753859 30.392143315937, -97.718779246552 30.392139561953, -97.718578017835 30.392058450634, -97.718572116494 30.392056130428, -97.71856646423 30.392053952454, -97.71855477954 30.392049643802, -97.718549907323 30.392047949144, -97.718542993175 30.392045553251, -97.718531137408 30.392041680555, -97.71852006093 30.392038319132, -97.718507089923 30.392034616808, -97.718494962396 30.392031399993, -97.71848976275 30.392030111034, -97.718482765468 30.392028401035, -97.718470499421 30.392025647911, -97.718458132432 30.392023085832, -97.718445726493 30.392020770202, -97.718433283401 30.392018673085, -97.718427784244 30.39201787341, -97.7184207701 30.392016823585, -97.718408291776 30.392014835834, -97.718396406815 30.392013191339, -97.718383035325 30.392012588538, -97.718370478623 30.392011149621, -97.718364668325 30.39201130641, -97.718345053503 30.392010439194, -97.718332861143 30.392009613177, -97.718319712914 30.39201014286, -97.718307016809 30.392010351496, -97.718301045851 30.392010560051, -97.718294345186 30.392010808776, -97.718281669418 30.39201145727, -97.718268966586 30.392011913912, -97.71825639133 30.39201350019, -97.718243822775 30.392014839359, -97.718237742535 30.392015623189, -97.718231248558 30.392016425656, -97.718218763041 30.392018233934, -97.71820626978 30.392020289297, -97.718193868033 30.392022539627, -97.718181522001 30.392025038337, -97.718175361606 30.392026398035, -97.71816923346 30.39202775839, -97.718166902361 30.392028316351, -97.718157002407 30.392030699789, -97.718151030161 30.392032145435, -97.718144643703 30.392033665654, -97.718132775521 30.392037274066, -97.718120781154 30.392040852834, -97.718114605407 30.392042816792, -97.718108877284 30.392044625647, -97.718097089604 30.392048758158, -97.718085014627 30.392052967828, -97.718073849596 30.392057553377, -97.718062304569 30.392062103206, -97.718056236032 30.392064757842, -97.718050971697 30.392067043566, -97.718039791006 30.392072206298, -97.718028578064 30.392077368372, -97.718017701236 30.392083032687, -97.718006701989 30.392088528474, -97.718000835661 30.392091901891, -97.717996130966 30.392094584326, -97.71799058669 30.39209782715, -97.717985589965 30.392100722903, -97.717976793382 30.392105714056, -97.717974341534 30.392107231459, -97.71796472464 30.392113223743, -97.717954644893 30.392119894182, -97.717949046005 30.392123960641, -97.717944935451 30.392126957473, -97.717934916908 30.392133712175, -97.717924487815 30.392141557571, -97.717916238375 30.39214859558, -97.717906961201 30.392156108029, -97.717904695251 30.39215779435, -97.717901198237 30.392160390412, -97.717897932675 30.392163816844, -97.717889249642 30.392171643691, -97.717889150949 30.392171751766, -97.717880060429 30.392179405176, -97.717871495076 30.392187536708, -97.717863615403 30.392196176708, -97.717858212724 30.392201182902, -97.717849718978 30.39221020471)))",1197,799,NBG,Regulating Plan,TOD,Figure 4-2,Figure 4-3,Two Stories,Figure 4-5,None,None,Waived with Bonus,Figure 4-6,None,None,0 ft,0 ft,Equal to Maximum Impervious Coverage: Figure 4-6,ftp://ftp.ci.austin.tx.us/npzd/Austingo/nbg_reg_plan.pdf,pfrank,04/02/2013 12:00:00 AM +0000,VanallenC,03/13/2015 01:06:55 PM +0000,,312155.939453125,2306.36522748486
"MULTIPOLYGON (((-97.691090434914 30.219126088919, -97.691176370076 30.219090787115, -97.691599863653 30.219330196153, -97.691866829363 30.219481114323, -97.691800838907 30.21953520068, -97.691731301856 30.219585802977, -97.691704912617 30.219603466227, -97.691699592553 30.219606931593, -97.691694272191 30.219610369882, -97.691691597841 30.219612075199, -97.691634108254 30.21964713937, -97.691574844317 30.219679911047, -97.691574555269 30.219680070214, -97.691573269569 30.219680731282, -97.691572949367 30.219680889806, -97.691572081949 30.21968133933, -97.691572017099 30.219681393035, -97.691570539393 30.219682160229, -97.691570025108 30.219682424836, -97.691569639018 30.219682637045, -97.691569157689 30.219682874359, -97.69155775481 30.219688744427, -97.691555473472 30.219689908318, -97.691554863948 30.219690198032, -97.691543399966 30.219695984724, -97.691541088239 30.219697120016, -97.691540510907 30.219697410393, -97.691531843455 30.21970165942, -97.69153171526 30.219701711819, -97.691528922204 30.219703084425, -97.691526836477 30.219704086319, -97.691526033884 30.219704483038, -97.691523595024 30.219705669847, -97.691523370527 30.219705748232, -97.691523145589 30.219705880749, -97.691517306393 30.21970864781, -97.691515412649 30.21970954448, -97.691514417799 30.219710018444, -97.691511819566 30.219711257912, -97.691511498326 30.219711416415, -97.691510022888 30.219712100638, -97.691508578579 30.219712786407, -97.69150809799 30.219712996666, -97.691505628442 30.219714127799, -97.691504889959 30.219714497867, -97.69150277278 30.219715472042, -97.691502708695 30.21971549779, -97.691500046078 30.219716735929, -97.691499790726 30.219716840748, -97.691499308358 30.219717078041, -97.691496838786 30.219718210076, -97.691485070848 30.219723523076, -97.691482120712 30.219724864468, -97.691467343039 30.219731380473, -97.69146436219 30.219732667089, -97.691436584868 30.219744360593, -97.69142857792 30.219747633364, -97.691428513834 30.219747659112, -97.691090434914 30.219126088919)))",148,980,ERC,Regulating Plan,ERCCOMU,2:1,,60',160',,,,90%,"2,500 sf",20',0',0',,ftp://ftp.ci.austin.tx.us/npzd/Austingo/erc_reg_plan_adopted.pdf,VanallenC,06/03/2013 08:59:13 AM +0000,VanallenC,04/23/2015 02:09:52 PM +0000,YES,24974.685546875,710.113654109268
"MULTIPOLYGON (((-97.705227422805 30.285893667176, -97.705245587121 30.28599822316, -97.705036965282 30.286033028233, -97.704887813338 30.286057912294, -97.70486706713 30.285927146886, -97.705227422805 30.285893667176)))",166,377,MLK,Regulating Plan,TODCOMU,2 to 1,FAR Waived,Not applicable,Not Bonus Eligible,None,45 Dwelling Units/acre,Maximum Density Waived - unless within 100' of TOD District Boundary,0.95,"2,500 SF",20 ft,0 ft,0 ft,0.95,ftp://ftp.ci.austin.tx.us/npzd/Austingo/mlk_regplan_revised.pdf,pfrank,04/02/2013 12:00:00 AM +0000,VanallenC,03/13/2015 01:06:55 PM +0000,,4953.720703125,315.843716537711
"MULTIPOLYGON (((-97.720974474242 30.262128296101, -97.721096000119 30.261822558933, -97.721247341754 30.26187094219, -97.721668347409 30.26201051898, -97.721689322165 30.262017470482, -97.721721050289 30.262027575597, -97.72172111255 30.262027579573, -97.721836962379 30.262064485423, -97.722190948899 30.262184464349, -97.72218845792 30.262189859235, -97.722114496767 30.262350815504, -97.722088271288 30.262407901158, -97.722087957396 30.262407784675, -97.722054527665 30.262396212049, -97.722021574686 30.262384538143, -97.72198871823 30.262374023001, -97.721955526405 30.262363032699, -97.721921852839 30.262352251838, -97.721888900906 30.262340578821, -97.721855717951 30.262330414319, -97.721822131059 30.262319965457, -97.721730028426 30.262298835692, -97.720974474242 30.262128296101)))",63,464,PS,Regulating Plan,TODCOMU,2 to 1,FAR Waived,Not applicable,Not Bonus Eligible,None,45 Dwelling Units/acre,Maximum Density Waived - unless within 100' of TOD District Boundary,0.95,"2,500 SF",20 ft,0 ft,0 ft,0.95,ftp://ftp.ci.austin.tx.us/npzd/Austingo/plaza_saltillo_regplan.pdf,pfrank,04/02/2013 12:00:00 AM +0000,VanallenC,03/13/2015 01:06:55 PM +0000,,36470.484375,941.482986498029
"MULTIPOLYGON (((-97.715966864044 30.23061452025, -97.71608034472 30.230430007957, -97.716094293908 30.230436536315, -97.716387195249 30.230573740006, -97.716275589736 30.230755678593, -97.715966864044 30.23061452025)))",465,1307,ERC,Regulating Plan,,,,,,,,,,,,,,,,VanallenC,04/23/2015 02:45:18 PM +0000,VanallenC,04/23/2015 03:01:17 PM +0000,,8318.77734375,371.343503400712
"MULTIPOLYGON (((-97.727146307284 30.237300320536, -97.727209095086 30.237203795842, -97.727271117284 30.237106292744, -97.727286777067 30.237112881725, -97.727558863268 30.237242183273, -97.727554299248 30.237251688642, -97.727546277315 30.237268412786, -97.727542451019 30.237277575834, -97.727535267581 30.237294921605, -97.727524251514 30.237321664903, -97.727520261024 30.237332214217, -97.727514021705 30.237348616394, -97.727511286258 30.237357252107, -97.727505368482 30.237375833665, -97.72749671153 30.237403188918, -97.727280657315 30.237339661122, -97.727146307284 30.237300320536)))",315,1054,ERC,Regulating Plan,ERCNMU,1:1,,50,65',,,,80%,"1,600 sf",20',0',0',,ftp://ftp.ci.austin.tx.us/npzd/Austingo/erc_reg_plan_adopted.pdf,VanallenC,06/03/2013 12:38:54 PM +0000,VanallenC,04/23/2015 02:09:52 PM +0000,YES,7743.328125,362.900383571249
"MULTIPOLYGON (((-97.726302962732 30.242779611603, -97.726247587385 30.242752925742, -97.726308691461 30.242657339816, -97.726332642893 30.242619869311, -97.726471082238 30.242686583398, -97.726386026838 30.242819640823, -97.726302962732 30.242779611603)))",205,1256,ERC,Regulating Plan,,,,,,,,,,,,,,,,VanallenC,04/23/2015 02:34:56 PM +0000,VanallenC,04/23/2015 03:01:17 PM +0000,,2767.115234375,210.685467259958
"MULTIPOLYGON (((-97.71750956172 30.342392683555, -97.717095252875 30.342189972346, -97.716480888949 30.341889032364, -97.716812659465 30.341362094041, -97.716904103903 30.341217337974, -97.716942382834 30.341156317972, -97.718048917127 30.341676789778, -97.717572332201 30.342421994629, -97.71750956172 30.342392683555)))",973,428,LJ,Regulating Plan,TODHDR,2 to 1,FAR Waived,Not applicable,Not Bonus Eligible,25 Dwelling Units/acre,45 Dwelling Units/acre,Maximum Density Waived - unless within 100' of TOD District Boundary,0.85,"2,500 SF",20 ft,0 ft,0 ft,0.85,ftp://ftp.ci.austin.tx.us/npzd/Austingo/lamar_justin_regplan.pdf,pfrank,04/02/2013 12:00:00 AM +0000,VanallenC,03/13/2015 01:06:55 PM +0000,,121606.681640625,1405.76530711044
"MULTIPOLYGON (((-97.714047600522 30.390479785363, -97.714247860733 30.390167663355, -97.714704493949 30.38945600158, -97.714704991009 30.389455214047, -97.714725591341 30.389465342936, -97.714740995326 30.389472918579, -97.714763473393 30.389483966484, -97.714791876884 30.389497665524, -97.714820709222 30.389510712789, -97.714849910499 30.389523052914, -97.714879511923 30.389534686536, -97.714909480534 30.389545639151, -97.714939753586 30.38955588331, -97.714950827426 30.38955932711, -97.714970332878 30.389565391075, -97.714984562557 30.389569449716, -97.715001216608 30.389574190383, -97.715032374353 30.389582251738, -97.715063742299 30.389589548571, -97.715093564598 30.389594199738, -97.715093596846 30.389594200396, -97.714921053853 30.390392853846, -97.714920945766 30.390393346129, -97.714889825147 30.390402612477, -97.714813670504 30.390425289018, -97.714782529568 30.390434114578, -97.714751446843 30.390443134423, -97.714725157217 30.390450931048, -97.714720455361 30.39045232035, -97.714691345509 30.390461132302, -97.714689522848 30.390461672605, -97.714687794855 30.390462214839, -97.714658648546 30.390471219143, -97.714627865181 30.390480904688, -97.714605301623 30.39048817277, -97.71459714005 30.390490783616, -97.714566506113 30.39050083043, -97.714535930129 30.390511042649, -97.714505413419 30.390521448271, -97.71447501883 30.390531994439, -97.714444651266 30.390542733353, -97.714444107153 30.390542915349, -97.714414406862 30.390553612834, -97.714383003052 30.390562763193, -97.714350694119 30.390569061682, -97.71435066291 30.390569061045, -97.714317766271 30.39057243293, -97.714284665538 30.390572857167, -97.714251644386 30.390570313378, -97.714219115103 30.390564836149, -97.714187425735 30.390556487628, -97.714156891294 30.390545358167, -97.714127824053 30.390531562423, -97.714100570817 30.39051524644, -97.714047600522 30.390479785363)))",564,648,NBG,Regulating Plan,TOD,Figure 4-2,Figure 4-3,Two Stories,Figure 4-5,None,None,Waived with Bonus,Figure 4-6,None,None,0 ft,0 ft,Equal to Maximum Impervious Coverage: Figure 4-6,ftp://ftp.ci.austin.tx.us/npzd/Austingo/nbg_reg_plan.pdf,pfrank,04/02/2013 12:00:00 AM +0000,VanallenC,03/13/2015 01:06:55 PM +0000,,73448.5625,1150.93564664708
