Supplier,Item Code,Item Description,Type,Tag,Order Number,Order Status,PO Status,Ordered Qty,Fulfilled Qty,Ordered Date,Received Date,Fulfillment Date,Days to Fill
REPUBLIC NATIONAL DISTRIBUTING CO,333882,MCKENZIES BLK CHERRY HARD CIDER - 12OZ,BEER,SB,177#####,BOOKED,OPEN,1,1,04/22/2020,04/28/2020,05/01/2020,9
KYSELA PERE ET FILS LTD,348473,POMEROL ROSE SYR BEAUVIGNAC - 750ML,WINE,LS,177#####,CLOSED,OPEN,1,1,04/02/2020,04/07/2020,04/13/2020,11
DELMAR BREWING COMPANY LLC,68463,EVOLUTION BLURRED VINES HAZY IPA 6/4 16OZ CANS,BEER,SB,177#####,CLOSED,CLOSED,1,1,04/01/2020,04/07/2020,04/09/2020,8
INTERBALT PRODUCTS CORP,337298,ANDEAN P/GRIG - 750ML,WINE,LS,178#####,BOOKED,OPEN,1,,04/24/2020,04/29/2020,,
LEGENDS LTD,68985,CAPTAIN LAWRENCE CITRA DREAM 6/4 16OZ CANS,BEER,SB,177#####,BOOKED,OPEN,1,,04/20/2020,04/28/2020,,
LEGENDS LTD,69547,KENTUCKY ORIGINAL HARD TEA 4/6 CANS,BEER,SB,177#####,CLOSED,CLOSED,1,1,04/02/2020,04/07/2020,04/10/2020,8
"THE COUNTRY VINTNER, LLC DBA WINEBOW",310673,BRAAI CAB - 750ML,WINE,S,177#####,CLOSED,OPEN,1,1,04/01/2020,04/06/2020,04/10/2020,9
LEGENDS LTD,24870,OSKAR BLUES DALES PALE ALE CANS - 19.2OZ,BEER,SB,177#####,CLOSED,OPEN,1,1,04/14/2020,04/21/2020,04/23/2020,9
LEGENDS LTD,22428,SCHNEIDER WEISSE 6/4 NR - 16.9OZ,BEER,SB,177#####,BOOKED,OPEN,1,1,04/12/2020,04/21/2020,04/28/2020,16
GRAPES OF SPAIN INC,406872,LUNA BEBERIDE MENCIA BIERZO - 750ML,WINE,LS,177#####,CLOSED,CLOSED,1,1,04/07/2020,04/10/2020,04/16/2020,9
LEGENDS LTD,25745,MAUI BIKINI BLOND 4/6 CANS - 12OZ,BEER,SB,178#####,BOOKED,,1,,04/27/2020,,,
REPUBLIC NATIONAL DISTRIBUTING CO,166559,SAPPORO 2/12 12OZ CANS,BEER,SB,177#####,CLOSED,CLOSED,2,2,04/15/2020,04/17/2020,04/21/2020,6
LEGENDS LTD,99684,DANSK VIKING BLOOD MEAD - 750ML,WINE,SC,177#####,CLOSED,CLOSED,2,2,04/09/2020,04/14/2020,04/16/2020,7
LEGENDS LTD,345350,BENEDIKTINER MUNICH HELLES LAGER - 16.9OZ CAN,BEER,SB,177#####,CLOSED,OPEN,1,1,04/16/2020,04/21/2020,04/24/2020,8
DIONYSOS IMPORTS INC,109525,BOUDIN CHAB - 750ML,WINE,LS,178#####,CLOSED,OPEN,1,1,04/24/2020,04/27/2020,04/29/2020,5
MONSIEUR TOUTON SELECTION,235610,VILLA JOLANDA MOSCATO THE BLUE - 750ML,WINE,LS,177#####,CLOSED,CLOSED,1,1,04/10/2020,04/14/2020,04/21/2020,11
PUNTO VINO LLC,318930,HILLINGER SMALL HILL - 750ML,WINE,LS,177#####,BOOKED,OPEN,1,1,04/14/2020,04/21/2020,04/23/2020,9
REPUBLIC NATIONAL DISTRIBUTING CO,382000,TWISTED CHARD - 750ML,WINE,S,177#####,CLOSED,OPEN,1,1,04/04/2020,04/07/2020,04/13/2020,9
MONSIEUR TOUTON SELECTION,235358,MI MI EN PROV GR RES C'PROV ROSE - 750ML,WINE,LS,177#####,BOOKED,OPEN,1,1,04/20/2020,04/28/2020,04/30/2020,10
GRAPES OF SPAIN INC,236286,CASA LA RAD SOLARCE RED RIOJA - 750ML,WINE,LS,177#####,CLOSED,CLOSED,1,1,04/16/2020,04/17/2020,04/22/2020,6
PARK STREET IMPORTS LLC,337004,ABARBANEL RIESLING - 750ML,WINE,S,177#####,BOOKED,CLOSED,1,1,04/03/2020,04/16/2020,04/24/2020,21
PUNTO VINO LLC,330206,EVOLUCIO FURMINT - 750ML,WINE,LS,178#####,CLOSED,OPEN,2,2,04/27/2020,04/28/2020,04/30/2020,3
INTERBALT PRODUCTS CORP,355062,KOZEL LAGER CAN - 16.9OZ,BEER,SB,177#####,CLOSED,CLOSED,1,1,04/20/2020,04/21/2020,04/23/2020,3
MILLER BREWING COMPANY,77737,BLUE MOON LIGHT SKY  2/12 SLIM CAN,BEER,SB,177#####,CLOSED,OPEN,8,8,04/20/2020,04/28/2020,04/30/2020,10
REPUBLIC NATIONAL DISTRIBUTING CO,95540,VERDI SPUMANTE MB NR 6/CS - 1.5L,BEER,SB,177#####,CLOSED,CLOSED,1,1,04/05/2020,04/07/2020,04/14/2020,9
MONSIEUR TOUTON SELECTION,233174,ROCO RMS SPARK BRUT - 750ML,WINE,LS,177#####,CLOSED,CLOSED,1,1,04/12/2020,04/14/2020,04/22/2020,10
ELITE WINES IMPORTS,303089,CH LES ARROMANS ENT-D-MER - 750ML,WINE,LS,177#####,CLOSED,OPEN,1,1,04/22/2020,04/27/2020,04/30/2020,8
DIONYSOS IMPORTS INC,405841,CH MILLEGRAND RGE - 750ML,WINE,LS,178#####,BOOKED,,2,,04/27/2020,,,
INTERBALT PRODUCTS CORP,351198,SVYTURYS EXTRA DRAUGHT DORTMUNDER - 16.9OZ,BEER,SB,177#####,CLOSED,CLOSED,1,1,04/13/2020,04/14/2020,04/21/2020,8
LEGENDS LTD,69553,OFFSHOOT UNWIND 6/4 16OZ CANS,BEER,SB,177#####,CLOSED,CLOSED,1,1,04/09/2020,04/14/2020,04/15/2020,6
OPICI FAMILY DISTRIBUTING OF MD,310666,BIG SMOOTH OLD VINE ZIN - 750ML,WINE,LS,177#####,CLOSED,OPEN,1,1,04/06/2020,04/07/2020,04/08/2020,2
DC BRAU BREWING LLC,68886,DC BRAU FULL TRANSPARENCY RASP LIMEADE 4/6 CANS,BEER,SB,177#####,CLOSED,OPEN,1,1,04/01/2020,,04/10/2020,9
PWSWN INC,352416,PROMESSES DE FRANCE MALBEC - 750ML,WINE,LS,177#####,CLOSED,CLOSED,1,1,04/13/2020,04/20/2020,04/23/2020,10
CONSTANTINE WINES INC,329466,QUINTA DE AVELEDA - 750ML,WINE,LS,178#####,BOOKED,,1,,04/29/2020,,,
ALLAGASH BREWING COMPANY,69536,ALLAGASH WHITE 2/12 CANS,BEER,SB,177#####,CLOSED,OPEN,1,1,04/16/2020,04/22/2020,04/23/2020,7
LEGENDS LTD,12537,SOUTHERN TIER OVERPACK'D - 12.OZ,BEER,SB,177#####,CLOSED,OPEN,5,5,04/16/2020,04/21/2020,04/23/2020,7
OPICI FAMILY DISTRIBUTING OF MD,355726,FLYBIRD LIME MARGARITA AGAVE WINE - 750ML,WINE,LS,177#####,CLOSED,OPEN,1,1,04/21/2020,04/22/2020,04/23/2020,2
CONSTANTINE WINES INC,347371,BOUTINOT LES CEPAGES OUBLIES CARIGNAN GREN 14 - 750ML,WINE,LS,177#####,CLOSED,CLOSED,2,2,04/07/2020,04/13/2020,04/22/2020,15
LEGENDS LTD,69028,FLYING FISH HAZY BONES 4/6 CAN,BEER,SB,177#####,CLOSED,CLOSED,1,1,04/09/2020,04/14/2020,04/24/2020,15
DIONYSOS IMPORTS INC,350095,BORGES PORTO TAWNY - 750ML,WINE,LS,178#####,CLOSED,OPEN,1,1,04/23/2020,04/27/2020,04/30/2020,7
"THE COUNTRY VINTNER, LLC DBA WINEBOW",13846,OXFORD LANDING S/BLC - 750ML,WINE,S,178#####,BOOKED,,1,,04/30/2020,,,
KYSELA PERE ET FILS LTD,325826,SHERWOOD EST VINTERRA S/BLC - 750ML,WINE,LS,177#####,CLOSED,,4,4,04/21/2020,,04/30/2020,9
"THE COUNTRY VINTNER, LLC DBA WINEBOW",345124,TWENTY BENCH NORTH COAST CAB - 750ML,WINE,LS,177#####,CLOSED,OPEN,1,1,04/02/2020,04/06/2020,04/08/2020,6
"THE COUNTRY VINTNER, LLC DBA WINEBOW",331475,PICO MACCARIO VDR BARBERA - 750ML,WINE,S,177#####,CLOSED,OPEN,1,1,04/09/2020,04/13/2020,04/16/2020,7
YOUNG WON TRADING INC,310117,KIKUSUI FUNAGUCHI CAN - 200ML,WINE,LS,177#####,CLOSED,OPEN,1,1,04/13/2020,04/14/2020,04/15/2020,2
PWSWN INC,338186,CAN XA BRUT CAVA ROSE - 750ML,WINE,LS,177#####,CLOSED,CLOSED,1,1,04/03/2020,04/06/2020,04/09/2020,6
BACKUP BEVERAGE,50072,JACKS PEACH CIDER 4/6 12OZ CANS,BEER,SB,177#####,CLOSED,CLOSED,1,1,04/03/2020,04/09/2020,04/14/2020,11
SOUTHERN GLAZERS WINE AND SPIRITS,331390,GERARD BERTRAND CREMANT LIMOUX ROSE - 750ML,WINE,LS,177#####,BOOKED,OPEN,1,1,04/06/2020,04/09/2020,04/15/2020,9
LEGENDS LTD,29010,FIRESTONE UNION JACK IPA 4/6 12.OZ CAN,BEER,SB,178#####,BOOKED,,1,,04/29/2020,,,
REPUBLIC NATIONAL DISTRIBUTING CO,355844,STELLA ROSA RED APPLE - 750ML,WINE,LS,177#####,CLOSED,OPEN,1,1,04/21/2020,04/23/2020,04/28/2020,7
LEGENDS LTD,12611,ACE CIDER PERRY - 4/6 12.OZ,BEER,SB,177#####,BOOKED,OPEN,1,,04/19/2020,04/28/2020,,
YOUNG WON TRADING INC,310117,KIKUSUI FUNAGUCHI CAN - 200ML,WINE,LS,177#####,CLOSED,OPEN,1,1,04/05/2020,04/14/2020,04/15/2020,10
KYSELA PERE ET FILS LTD,233618,VINTERRA P/NOIR 15 CLOSEOUT - 750ML,WINE,LS,178#####,CLOSED,OPEN,4,4,04/26/2020,04/28/2020,04/29/2020,3
CONSTANTINE WINES INC,336527,UNDERWOOD ROSE - 750ML,WINE,S,177#####,CLOSED,CLOSED,1,1,04/16/2020,04/20/2020,04/24/2020,8
"THE COUNTRY VINTNER, LLC DBA WINEBOW",311502,SENDA VERDE ALBR - 750ML,WINE,LS,178#####,CLOSED,OPEN,1,1,04/23/2020,04/27/2020,04/29/2020,6
KYSELA PERE ET FILS LTD,236208,DOM DE MUS ROSE - 750ML,WINE,LS,177#####,CLOSED,OPEN,1,1,04/13/2020,04/14/2020,04/15/2020,2
BACCHUS IMPORTERS LTD,42796,FOUR VINES ZIN CUV - 750ML,WINE,S,178#####,BOOKED,,1,,04/29/2020,,,
LEGENDS LTD,69523,FOUNDERS 4 GIANTS 6/4 NR,BEER,SB,177#####,CLOSED,CLOSED,1,1,04/02/2020,04/07/2020,04/10/2020,8
INTERBALT PRODUCTS CORP,352976,HAN JAN PEACH - 375ML,WINE,LS,177#####,CLOSED,CLOSED,2,2,04/17/2020,04/21/2020,04/23/2020,6
REPUBLIC NATIONAL DISTRIBUTING CO,5800,HACKER PSCHORR MUNICH GOLD 4/6NR - 12OZ,BEER,SB,177#####,CLOSED,CLOSED,1,1,04/04/2020,04/07/2020,04/14/2020,10
DMV DISTRIBUTING LLC,238002,CASA SANTOS LIMA RED BLEND - 750ML,WINE,LS,178#####,CLOSED,OPEN,6,6,04/29/2020,04/30/2020,05/01/2020,2
PUNTO VINO LLC,330206,EVOLUCIO FURMINT - 750ML,WINE,LS,177#####,CLOSED,OPEN,1,1,04/16/2020,04/21/2020,04/22/2020,6
SOUTHERN GLAZERS WINE AND SPIRITS,321608,HARBOR TOWN S/BLC             338716 - 750ML,WINE,S,177#####,CLOSED,OPEN,1,1,04/17/2020,04/21/2020,04/23/2020,6
DC BRAU BREWING LLC,26642,DC BRAU THE CITIZEN BELGIAN-STYLE PALE 4/6 CANS,BEER,SB,177#####,CLOSED,OPEN,1,1,04/16/2020,04/22/2020,04/29/2020,13
DMV DISTRIBUTING LLC,234930,CH VIRCOULON BORD BLANC - 750ML,WINE,LS,177#####,CLOSED,CLOSED,1,1,04/09/2020,04/16/2020,04/17/2020,8
ALLAGASH BREWING COMPANY,69536,ALLAGASH WHITE 2/12 CANS,BEER,SB,177#####,CLOSED,OPEN,1,1,04/15/2020,04/22/2020,04/23/2020,8
LEGENDS LTD,10799,EVIL TWIN MODERN - 6/4 12.OZ CAN,BEER,SB,178#####,BOOKED,,1,,04/30/2020,,,
MADIDUS LLC,96768,ESTRELLA GALICIA 4/6 NR - 12OZ,BEER,SB,178#####,BOOKED,,1,,04/29/2020,,,
BROWN-FORMAN BEVERAGES WORLDWIDE,39608,JACK DANIELS LYNCH LEMONADE 4/6NR - 10OZ,BEER,SB,178#####,BOOKED,,1,,04/30/2020,,,
"THE COUNTRY VINTNER, LLC DBA WINEBOW",194743,ALOIS LAGEDER P/GRIG ALTO ADIG - 750ML,WINE,LS,177#####,CLOSED,OPEN,2,2,04/09/2020,04/13/2020,04/15/2020,6
OPICI FAMILY DISTRIBUTING OF MD,355726,FLYBIRD LIME MARGARITA AGAVE WINE - 750ML,WINE,LS,178#####,BOOKED,OPEN,1,1,04/27/2020,04/28/2020,05/01/2020,4
ELITE WINES IMPORTS,306495,CELINE & LAURENT MACON LOCHE - 750ML,WINE,LS,178#####,CLOSED,OPEN,1,1,04/24/2020,04/27/2020,04/29/2020,5
INTERBALT PRODUCTS CORP,332491,CASTEL DE FRONJAC MER KOSHER - 750ML,WINE,LS,178#####,BOOKED,,1,,04/29/2020,,,
CONSTANTINE WINES INC,318302,CYCLES GLADIATOR CHARD - 750ML,WINE,LS,177#####,BOOKED,OPEN,1,1,04/23/2020,04/27/2020,04/29/2020,6
MONSIEUR TOUTON SELECTION,385409,TIERRUCA RES CAB - 750ML,WINE,S,178#####,CLOSED,OPEN,1,1,04/26/2020,04/28/2020,04/30/2020,4
LEGENDS LTD,69528,SOUTHERN TIER VANILLA WHIPPED 6/4 16OZ CANS,BEER,SB,177#####,CLOSED,CLOSED,1,1,04/02/2020,04/07/2020,04/10/2020,8
WINE BRIDGE IMPORTS INC,348710,ANNA'S WAY PINOT NOIR - 750ML,WINE,LS,177#####,BOOKED,OPEN,1,,04/15/2020,,,
BACKUP BEVERAGE,69542,D9 PEACH COBBLER 6/4 16OZ CANS,BEER,SB,177#####,CLOSED,CLOSED,1,1,04/07/2020,04/09/2020,04/15/2020,8
GRAPES OF SPAIN INC,234654,FATUM WHITE - 750ML,WINE,S,177#####,CLOSED,OPEN,4,4,04/22/2020,04/23/2020,04/30/2020,8
ELITE WINES IMPORTS,235538,LAS CASAS DE VAQUERIA RESA CORRAL A18 CAB - 750ML,WINE,LS,177#####,BOOKED,OPEN,1,1,04/22/2020,04/27/2020,05/01/2020,9
BUCK DISTRIBUTING COMPANY INC,64193,HOFBRAU ORGINAL 2/5LTR MINI KEGS,BEER,SB,177#####,CLOSED,CLOSED,2,2,04/13/2020,04/15/2020,04/21/2020,8
CONSTANTINE WINES INC,350586,YUKI OTOKO SNOW YETI SAKE - 720ML,WINE,LS,177#####,CLOSED,CLOSED,1,1,04/13/2020,04/20/2020,04/22/2020,9
PWSWN INC,351774,RUBEN & FLORA RED BLEND - 750ML,WINE,LS,177#####,CLOSED,CLOSED,1,1,04/10/2020,04/13/2020,04/15/2020,5
PWSWN INC,336464,RABBIT RIDGEALLURE ROBLES RHONE RED -750ML,WINE,S,177#####,BOOKED,CLOSED,1,1,04/23/2020,04/27/2020,04/29/2020,6
GRAPES OF SPAIN INC,236286,CASA LA RAD SOLARCE RED RIOJA - 750ML,WINE,LS,177#####,CLOSED,CLOSED,1,1,04/09/2020,04/10/2020,04/15/2020,6
YOUNG WON TRADING INC,39993,CHOYA JAPANESE PLUM WINE W/PLUM - 500ML,WINE,SC,177#####,BOOKED,OPEN,1,1,04/15/2020,04/21/2020,04/23/2020,8
MICHAEL R DOWNEY SELECTIONS INC,310722,DI LENARDO GOSSIP P/GRIG RAMATO - 750ML,WINE,LS,177#####,CLOSED,OPEN,1,1,04/13/2020,04/20/2020,04/23/2020,10
LEGENDS LTD,69523,FOUNDERS 4 GIANTS 6/4 NR,BEER,SB,177#####,CLOSED,CLOSED,1,1,04/02/2020,04/07/2020,04/10/2020,8
PRESTIGE BEVERAGE GROUP OF MD LLC,328501,MONTASOLO P/GRIG - 750ML,WINE,SC,178#####,BOOKED,OPEN,1,,04/29/2020,04/30/2020,,
INTERBALT PRODUCTS CORP,355314,JAMAL'S DREAMS WHITE MOSCATO - 500ML,WINE,LS,177#####,CLOSED,CLOSED,1,1,04/03/2020,04/07/2020,04/10/2020,7
KYSELA PERE ET FILS LTD,232688,ALAIN DE LA TREILLE CAB/FR - 750ML,WINE,S,177#####,CLOSED,OPEN,1,1,04/02/2020,04/07/2020,04/09/2020,7
LEGENDS LTD,68370,OSKAR BLUES ONE-Y 4/6 CANS,BEER,SB,178#####,BOOKED,,1,,04/29/2020,,,
THREE STARS BREWING COMPANY LLC,69482,3 STARS / SOLACE FALSHY WAYS 6/4 16OZ CANS,BEER,SB,177#####,CLOSED,CLOSED,2,2,04/09/2020,04/15/2020,04/17/2020,8
KYSELA PERE ET FILS LTD,41578,CH DE SEGRIGS TAVEL ROSE - 750ML,WINE,S,177#####,CLOSED,OPEN,1,1,04/21/2020,04/28/2020,04/29/2020,8
LEGENDS LTD,29010,FIRESTONE UNION JACK IPA 4/6 12.OZ CAN,BEER,SB,177#####,CLOSED,CLOSED,2,2,04/01/2020,04/07/2020,04/10/2020,9
BACKUP BEVERAGE,50179,JACKS HARD CIDER 4/6 12OZ CANS,BEER,SB,177#####,CLOSED,CLOSED,1,1,04/14/2020,04/16/2020,04/23/2020,9
BACKUP BEVERAGE,24486,SCHLAFLY KOLSCH 4/6 NR,BEER,SB,177#####,CLOSED,CLOSED,1,1,04/07/2020,04/09/2020,04/10/2020,3
LEGENDS LTD,12651,OMMEGANG PALE SOUR - 12OZ,BEER,SB,178#####,CLOSED,OPEN,1,1,04/23/2020,04/28/2020,04/29/2020,6
INTERBALT PRODUCTS CORP,347677,VILLA DEL ROSE,WINE,LS,178#####,BOOKED,,1,,04/29/2020,,,
"THE COUNTRY VINTNER, LLC DBA WINEBOW",300603,DR PAULY BERG NOBLE HOUSE DORNFELDER - 750ML,WINE,LS,177#####,CLOSED,OPEN,1,1,04/02/2020,04/06/2020,04/09/2020,7
NEXTERRA WINE COMPANY,68650,COOPER'S HAWK 12 ESQUIRE 750ML,WINE,LS,177#####,CLOSED,OPEN,4,4,04/07/2020,04/10/2020,04/13/2020,6
"THE COUNTRY VINTNER, LLC DBA WINEBOW",302570,KANONKOP KADETTE - 750ML,WINE,S,178#####,BOOKED,,1,,04/30/2020,,,
ATLAS BREW WORKS LLC,63072,ATLAS SILENT NEIGHTBOR PUMPRNICKL STOUT 4/6 CAN,BEER,SB,177#####,CLOSED,OPEN,1,1,04/13/2020,04/22/2020,04/29/2020,16
LEGENDS LTD,63605,CIGAR CITY VARIETY PACK 2/12 CANS,BEER,SB,177#####,BOOKED,CLOSED,6,6,04/08/2020,04/14/2020,04/21/2020,13
DOPS INC,64200,NORTHWEST RIDGE PINOT NOIR 750ML,WINE,LS,177#####,BOOKED,OPEN,1,1,04/08/2020,04/13/2020,04/15/2020,7
DC BRAU BREWING LLC,69365,DC BRAU CONTINUING RESOLUTION HAZY 6/4 16OZ CANS,BEER,SB,177#####,CLOSED,CLOSED,4,4,04/09/2020,04/15/2020,04/17/2020,8
BACCHUS IMPORTERS LTD,234328,MATCHBOOK ARSONIST CHARD - 750ML,WINE,LS,177#####,BOOKED,CLOSED,1,1,04/06/2020,04/13/2020,04/14/2020,8
RELIABLE CHURCHILL LLLP,300574,BOORDY CHAMBOURCIN MER MALLARDS - 750ML,WINE,S,177#####,CLOSED,OPEN,1,1,04/20/2020,04/28/2020,04/30/2020,10
NEXTERRA WINE COMPANY,64023,COOPER'S HAWK PETITE SIRAH 750ML,WINE,LS,177#####,CLOSED,OPEN,4,4,04/21/2020,04/23/2020,04/29/2020,8
PRESTIGE BEVERAGE GROUP OF MD LLC,429249,LANZUR SHZ - 750ML,WINE,LS,177#####,CLOSED,OPEN,1,1,04/08/2020,04/10/2020,04/24/2020,16
BACKUP BEVERAGE,347275,REKORDERLIG STRAWBERRY LIME CIDER - 11.2OZ CAN,BEER,SB,178#####,BOOKED,OPEN,1,,04/28/2020,04/30/2020,,
LEGENDS LTD,22981,LAGUNITAS PALE 4/6 NR - 12OZ,BEER,SB,178#####,CLOSED,OPEN,1,1,04/23/2020,04/28/2020,04/30/2020,7
LEGENDS LTD,69587,SIXPOINT SPRITZER BOMB 4/6 CANS,BEER,SB,177#####,CLOSED,CLOSED,1,1,04/09/2020,04/14/2020,04/24/2020,15
KYSELA PERE ET FILS LTD,330954,MT MONSTER CAB - 750ML,WINE,LS,177#####,BOOKED,OPEN,1,1,04/20/2020,04/28/2020,04/29/2020,9
DOPS INC,6343,WEIHENSTEPHAN CRYSTAL NR 20/CS - 16.9OZ,BEER,SB,177#####,CLOSED,OPEN,1,1,04/13/2020,04/20/2020,04/22/2020,9
REPUBLIC NATIONAL DISTRIBUTING CO,300923,ORLEANS HILL CAB - 750ML,WINE,LS,178#####,BOOKED,,1,,04/29/2020,,,
DC BRAU BREWING LLC,69360,DC BRAU IN SESSION IPA 2/12 CANS,BEER,SB,178#####,BOOKED,OPEN,2,2,04/26/2020,04/28/2020,05/01/2020,5
"THE COUNTRY VINTNER, LLC DBA WINEBOW",351646,ARENA CABERNET SAUVIGNON - 750ML,WINE,LS,178#####,BOOKED,,1,,04/30/2020,,,
DOPS INC,319032,RARE RED 4 GRAPE - 750ML,WINE,LS,178#####,BOOKED,,1,,04/29/2020,,,
UNITED STATES DISTILLED PRODUCTS,318672,RISATA MOSCATO D'ASTI - 1.5L,WINE,LS,177#####,BOOKED,OPEN,1,,04/08/2020,,,
OPICI FAMILY DISTRIBUTING OF MD,312035,DOM BOUSQUET ROSE - 750ML,WINE,LS,178#####,BOOKED,OPEN,1,,04/29/2020,,,
SOUTHERN GLAZERS WINE AND SPIRITS,319662,TY KU BLACK JUNMAI GINJO SAKE - 720ML,WINE,LS,178#####,BOOKED,OPEN,1,,04/27/2020,04/30/2020,,
NEXTERRA WINE COMPANY,64005,COOPER'S HAWK WINTER RED 750ML,WINE,LS,177#####,CLOSED,OPEN,1,1,04/21/2020,04/23/2020,04/29/2020,8
INTERBALT PRODUCTS CORP,8109,OBOLON WHEAT 5.0% 5/4NR - 16.9OZ,BEER,SB,178#####,CLOSED,OPEN,1,1,04/27/2020,04/28/2020,04/30/2020,3
LEGENDS LTD,11548,BRECKENRIDGE VAN PORTER - 16OZ CAN,BEER,SB,177#####,CLOSED,CLOSED,1,1,04/03/2020,04/07/2020,04/09/2020,6
LEGENDS LTD,68807,CIGAR CITY JAI ALAI 2/12 CANS,BEER,SB,178#####,BOOKED,,2,,04/30/2020,,,
PRESTIGE BEVERAGE GROUP OF MD LLC,317608,DOM DE EGUREN PROTOCOLO BLANCO - 750ML,WINE,S,177#####,CLOSED,OPEN,4,4,04/22/2020,04/23/2020,04/30/2020,8
BUCK DISTRIBUTING COMPANY INC,25955,STIEGL 4/6 NR,BEER,SB,177#####,CLOSED,CLOSED,2,2,04/19/2020,04/22/2020,04/28/2020,9
INTERBALT PRODUCTS CORP,354392,THIRSTY MINER DOUBLE IPA - 12OZCAN,BEER,SB,177#####,CLOSED,CLOSED,3,3,04/03/2020,04/07/2020,04/15/2020,12
OSLO ENTERPRISE,313102,CH PIGOUDET PREMIERE ROSE - 750ML,WINE,S,177#####,CLOSED,OPEN,1,1,04/02/2020,04/06/2020,04/08/2020,6
SOUTHERN GLAZERS WINE AND SPIRITS,235506,FOLONARI P/GRIG BIB - 3L,WINE,LS,178#####,CLOSED,OPEN,1,1,04/23/2020,04/28/2020,04/30/2020,7
PRESTIGE BEVERAGE GROUP OF MD LLC,238712,THRASHER'S WHITE RUM - 750ML,LIQUOR,LS,177#####,CLOSED,OPEN,1,1,04/16/2020,04/17/2020,04/22/2020,6
RELIABLE CHURCHILL LLLP,96458,LINDEMANS CUVEE RENE NR - 750ML,BEER,SB,177#####,BOOKED,CLOSED,1,1,04/14/2020,04/21/2020,04/22/2020,8
MONSIEUR TOUTON SELECTION,234082,KATHERINE GOLDSCHMIDT CRAZY CREEK A/V CAB - 750ML,WINE,LS,177#####,CLOSED,CLOSED,1,1,04/06/2020,04/14/2020,04/15/2020,9
SOUTHERN GLAZERS WINE AND SPIRITS,237366,BULLY HILL SWEET WALTER BLACKBERRY - 750ML,WINE,LS,177#####,CLOSED,OPEN,1,1,04/16/2020,04/21/2020,04/23/2020,7
LEGENDS LTD,29876,LAGUNITAS IPA 2/12 NR,BEER,SB,177#####,BOOKED,OPEN,5,,04/21/2020,04/28/2020,,
BARON FRANCOIS LTD,342162,DOMAINE PIRON BEAUJOLAIS BLANC - 750ML,WINE,LS,177#####,CLOSED,OPEN,1,1,04/02/2020,04/09/2020,04/16/2020,14
SOUTHERN GLAZERS WINE AND SPIRITS,40797,FINCA LUIGI BOSCA LA LINDA CAB - 750ML,WINE,S,178#####,CLOSED,OPEN,1,1,04/24/2020,04/28/2020,04/30/2020,6
INTERNATIONAL CELLARS LLC,233162,MUREDA S/BLC ORG - 750ML,WINE,S,177#####,BOOKED,OPEN,1,1,04/15/2020,04/21/2020,04/22/2020,7
E M D SALES INC,362476,SANTIAGO QUEIROLO ROSE - 750ML,WINE,S,177#####,CLOSED,OPEN,2,2,04/03/2020,04/15/2020,04/16/2020,13
LEGENDS LTD,68709,FOUNDERS CBS 6/4 NR,BEER,SB,178#####,BOOKED,,1,,04/29/2020,,,
"THE COUNTRY VINTNER, LLC DBA WINEBOW",399167,ALTOSUR CAB - 750ML,WINE,LS,177#####,BOOKED,OPEN,1,1,04/16/2020,04/20/2020,04/24/2020,8
LEGENDS LTD,11057,AUSTIN TEXAS HONEY CIDER - 12.OZ 4/6 CAN,BEER,SB,177#####,CLOSED,OPEN,1,1,04/14/2020,04/21/2020,04/22/2020,8
"THE COUNTRY VINTNER, LLC DBA WINEBOW",368911,GRAHAM BECK CAB GAME RESERVE - 750ML,WINE,S,177#####,BOOKED,OPEN,1,1,04/03/2020,04/13/2020,04/17/2020,14
MONSIEUR TOUTON SELECTION,239522,COMBE D' ARGENT CAB VIEILLES VIGNES - 750ML,WINE,LS,177#####,CLOSED,CLOSED,3,3,04/10/2020,04/14/2020,04/21/2020,11
ALLAGASH BREWING COMPANY,60877,ALLAGASH CURIEUX 6/4 NR,BEER,SB,177#####,CLOSED,OPEN,1,1,04/09/2020,04/15/2020,04/16/2020,7
HUB WINE CORPORATION,10264,90+ CELLARS LOT 113 BIG RED BLEND - 750ML,WINE,LS,177#####,CLOSED,CLOSED,10,10,04/17/2020,04/21/2020,04/23/2020,6
PUNTO VINO LLC,332427,INFLUENCE RIES - 750ML,WINE,LS,178#####,BOOKED,,1,,04/30/2020,,,
BACKUP BEVERAGE,12894,REKORDERLIG WILDBERRY CN - 11.2OZ,BEER,SB,178#####,BOOKED,OPEN,1,,04/28/2020,04/30/2020,,
JOS VICTORI WINES,347856,INSITU SIGNATURE SYRAH/MOURVEDRE/VIOGNIER 750 ML,WINE,S,177#####,BOOKED,CLOSED,1,1,04/02/2020,04/15/2020,04/22/2020,20
SOUTHERN GLAZERS WINE AND SPIRITS,235130,HOUSE WINE ROSE BUBBLES CAN     895339 - 355ML,WINE,LS,177#####,CLOSED,OPEN,1,1,04/15/2020,04/16/2020,04/16/2020,1
MONSIEUR TOUTON SELECTION,234334,SIMONNET FEBVRE BOURG CHARD - 750ML,WINE,LS,177#####,CLOSED,CLOSED,1,1,04/03/2020,04/07/2020,04/08/2020,5
DIONYSOS IMPORTS INC,327103,TETRAMTHOS CAVA MEZZE RODITIS - 750ML,WINE,S,178#####,BOOKED,,2,,04/28/2020,,,
